单元ID,章节号,原文,上下文关联,领域,语体要求,关键术语,命名实体,Agent译文,人工修正
chap3_para97,3,"•
T
OP
(
frontier
) returns (but does not remove) the top node of the frontier.",前：chap3_para96 | 后：chap3_para98,AI_Popular,Semi_Formal_Academic,"frontier,return,remove",无,,
chap3_para98,3,"•
A
DD
(
node
,
frontier
) inserts node into its proper place in the queue.",前：chap3_para97 | 后：chap3_para99,AI_Popular,Semi_Formal_Academic,"frontier,insert,node",无,,
chap3_para99,3,"Three kinds of queues are used in search algorithms:
•
A
priority queue
first pops the node with the minimum cost according to some evaluation function,
f
. It is used in best-first search.",前：chap3_para98 | 后：chap3_para100,AI_Popular,Semi_Formal_Academic,"queue,used,search",无,,
chap3_para100,3,"•
A
FIFO queue
or first-in-first-out queue first pops the node that was added to the queue first; we shall see it is used in breadth-first search.",前：chap3_para99 | 后：chap3_para101,AI_Popular,Formal_Academic,"queue,fifo,first-in-first-out",无,,
chap3_para101,3,"•
A
LIFO queue
or last-in-first-out queue (also known as a
stack
) pops first the most recently added node; we shall see it is used in depth-first search.",前：chap3_para100 | 后：chap3_para102,AI_Popular,Formal_Academic,"queue,lifo,last-in-first-out",node,,
chap3_para102,3,The reached states can be stored as a lookup table (e.g. a hash table) where each key is a state and each value is the node for that state.,前：chap3_para101 | 后：chap3_para103,AI_Popular,Semi_Formal_Academic,"state,table,reached",无,,
chap3_para103,3,"3.3.3
Redundant paths
The search tree shown in
Figure 3.4
(bottom) includes a path from Arad to Sibiu and back to Arad again. We say that
Arad
is a
repeated state
in the search tree, generated in this case by a
cycle
(also known as a
loopy path
). So even though the state space has only 20 states, the complete search tree is
infinite
because there is no limit to how often one can traverse a loop.",前：chap3_para102 | 后：chap3_para104,AI_Popular,Formal_Academic,"path,search,tree","Arad,Sibiu,Arad,Arad",,
chap3_para104,3,"A cycle is a special case of a
redundant path
. For example, we can get to Sibiu via the path Arad–Sibiu (140 miles long) or the path Arad–Zerind–Oradea–Sibiu (297 miles long). This second path is redundant—it’s just a worse way to get to the same state—and need not be considered in our quest for optimal paths.",前：chap3_para103 | 后：chap3_para105,AI_Popular,Semi_Formal_Academic,"path,get,mile","Sibiu,Arad–Sibiu,Arad",,
chap3_para105,3,"Consider an agent in a 10 × 10 grid world, with the ability to move to any of 8 adjacent squares. If there are no obstacles, the agent can reach any of the 100 squares in 9 moves or fewer. But the number of paths of length 9 is almost 8
9
(a bit less because of the edges of the grid), or more than 100 million. In other words, the average cell can be reached by over a million redundant paths of length 9, and if we eliminate redundant paths, we can complete a search roughly a million times faster. As the saying goes,
algorithms that cannot remember the past are doomed to repeat it.",前：chap3_para104 | 后：chap3_para106,AI_Popular,Formal_Academic,"path,agent,grid",无,,
chap3_para106,3,There are three approaches to this issue.,前：chap3_para105 | 后：chap3_para107,AI_Popular,Semi_Formal_Academic,"approach,issue,reinforcement learning",无,,
chap3_para107,3,"First, we can remember all previously reached states (as best-first search does), allowing us to detect all redundant paths, and keep only the best path to each state. This is appropriate for state spaces where there are many redundant paths, and is the preferred choice when the table of reached states will fit in memory.",前：chap3_para106 | 后：chap3_para108,AI_Popular,Formal_Academic,"state,path,reached",无,,
chap3_para108,3,"Second, we can not worry about repeating the past. There are some problem formulations where it is rare or impossible for two paths to reach the same state. An example would be an assembly problem where each action adds a part to an evolving assemblage, and there is an ordering of parts so that it is possible to add
A
and then
B
, but not
B
and then
A
. For those problems, we could save memory space if we
don’t
track reached states and we don’t check for redundant paths. We call a search algorithm a
graph search
if it checks for redundant paths and a
tree-like search
6
if it does not check. The B
EST
-F
IRST
-S
EARCH
algorithm
in
Figure 3.7
is a graph search algorithm; if we remove all references to
reached
we get a treelike search that uses less memory but will examine redundant paths to the same state, and thus will run slower.",前：chap3_para107 | 后：chap3_para109,AI_Popular,Formal_Academic,"search,path,problem",无,,
chap3_para109,3,"Third, we can compromise and check for cycles, but not for redundant paths in general. Since each node has a chain of parent pointers, we can check for cycles with no need for additional memory by following up the chain of parents to see if the state at the end of the path has appeared earlier in the path. Some implementations follow this chain all the way up, and thus eliminate all cycles; other implementations follow only a few links (e.g., to the parent, grandparent, and great-grandparent), and thus take only a constant amount of time, while eliminating all short cycles (and relying on other mechanisms to deal with long cycles).",前：chap3_para108 | 后：chap3_para110,AI_Popular,Formal_Academic,"cycle,path,chain",无,,
chap3_para110,3,"3.3.4
Measuring problem-solving performance
Before we get into the design of various search algorithms, we will consider the criteria used to choose among them. We can evaluate an algorithm’s performance in four ways:
•
Completeness:
Is the algorithm guaranteed to find a solution when there is one, and to correctly report failure when there is not?",前：chap3_para109 | 后：chap3_para111,AI_Popular,Formal_Academic,"algorithm,performance,measuring",无,,
chap3_para111,3,"•
Cost optimality:
Does it find a solution with the lowest path cost of all solutions?",前：chap3_para110 | 后：chap3_para112,AI_Popular,Semi_Formal_Academic,"cost,solution,optimality",无,,
chap3_para112,3,"7
•
Time complexity:
How long does it take to find a solution? This can be measured in seconds, or more abstractly by the number of states and actions considered.",前：chap3_para111 | 后：chap3_para113,AI_Popular,Semi_Formal_Academic,"time,complexity,take",无,,
chap3_para113,3,"•
Space complexity:
How much memory is needed to perform the search?",前：chap3_para112 | 后：chap3_para114,AI_Popular,Formal_Academic,"space,complexity,much",无,,
chap3_para114,3,"To understand completeness, consider a search problem with a single goal. That goal could be anywhere in the state space; therefore a complete algorithm must be capable of systematically exploring every state that is reachable from the initial state. In finite state spaces that is straightforward to achieve: as long as we keep track of paths and cut off ones that are cycles (e.g. Arad to Sibiu to Arad), eventually we will reach every reachable state.",前：chap3_para113 | 后：chap3_para115,AI_Popular,Semi_Formal_Academic,"state,goal,space","Arad,Sibiu,Arad",,
chap3_para115,3,"In infinite state spaces, more care is necessary. For example, an algorithm that repeatedly applied the “factorial” operator in Knuth’s “4” problem would follow an infinite path from 4 to 4! to (4!)!, and so on. Similarly, on an infinite grid with no obstacles, repeatedly moving forward in a straight line also follows an infinite path of new states. In both cases the algorithm never returns to a state it has reached before, but is incomplete because wide expanses of the state space are never reached.",前：chap3_para114 | 后：chap3_para116,AI_Popular,Semi_Formal_Academic,"infinite,state,space",Knuth,,
chap3_para116,3,"To be complete, a search algorithm must be
systematic
in the way it explores an infinite state space, making sure it can eventually reach any state that is connected to the initial state. For example, on the infinite grid, one kind of systematic search is a spiral path that covers all the cells that are
s
steps from the origin before moving out to cells that are
s
+ 1 steps away. Unfortunately, in an infinite state space with no solution, a sound algorithm needs to keep searching forever; it can’t terminate because it can’t know if the next state will be a goal.",前：chap3_para115 | 后：chap3_para117,AI_Popular,Formal_Academic,"state,infinite,search",无,,
chap3_para117,3,"Time and space complexity are considered with respect to some measure of the problem difficulty. In theoretical computer science, the typical measure is the size of the state-space graph, |
V
| + |
E
|, where |
V
| is the number of vertices (state nodes) of the graph and |
E
|
is the number of edges (distinct state/action pairs). This is appropriate when the graph is an explicit data structure, such as the map of Romania. But in many AI problems, the graph is represented only
implicitly
by the initial state, actions, and transition model. For an implicit state space, complexity can be measured in terms of
d
, the
depth
or number of actions in an optimal solution;
m
, the maximum number of actions in any path; and
b
, the
branching factor
or number of successors of a node that need to be considered.",前：chap3_para116 | 后：chap3_para118,AI_Popular,Formal_Academic,"number,graph,state","Romania,AI",,
