实体原文,实体类型,出现次数,建议译法（人工填写）,校验结果（通过/修改）,上下文
John Mauchly,PERSON,1,,,"Atanasoff’s research received little support or recognition; it was the ENIAC, developed as part of a secret military project at the University of Pennsylvania by a team including John Mauchly and J. Presper Eckert, that proved to be the most influential forerunner of modern computers."
J. Presper Eckert,PERSON,1,,,"Atanasoff’s research received little support or recognition; it was the ENIAC, developed as part of a secret military project at the University of Pennsylvania by a team including John Mauchly and J. Presper Eckert, that proved to be the most influential forerunner of modern computers."
Moore,PRODUCT,2,,,"Since that time, each generation of computer hardware has brought an increase in speed and capacity and a decrease in price—a trend captured in Moore’s law."
CPU,ORG,3,,,"Performance doubled every 18 months or so until around 2005, when power dissipation problems led manufacturers to start multiplying the number of CPU cores rather than the clock speed."
GPU,ORG,3,,,"We are just beginning to see hardware tuned for AI applications, such as the graphics processing unit (GPU), tensor processing unit (TPU), and wafer scale engine (WSE)."
TPU,ORG,2,,,"We are just beginning to see hardware tuned for AI applications, such as the graphics processing unit (GPU), tensor processing unit (TPU), and wafer scale engine (WSE)."
Amodei and Hernandez,ORG,1,,,"Beginning in 2012, things changed: from 2012 to 2018 there was a 300, 000-fold increase, which works out to a doubling every 100 days or so (Amodei and Hernandez, 2018)."
Ying et al.,PERSON,1,,,A machine learning model that took a full day to train in 2014 takes only two minutes in 2018 (Ying et al.
Joseph Marie Jacquard,PERSON,1,,,"The first programmable machine was a loom, devised in 1805 by Joseph Marie Jacquard (1752–1834), that used punched cards to store instructions for the pattern to be woven."
Charles Babbage,PERSON,1,,,"In the mid-19th century, Charles Babbage (1792–1871) designed two computing machines, neither of which he completed."
Babbage’s Analytical Engine,ORG,1,,,"Babbage’s Analytical Engine was far more ambitious: it included addressable memory, stored programs based on Jacquard’s punched cards, and conditional jumps."
Jacquard’s,PERSON,1,,,"Babbage’s Analytical Engine was far more ambitious: it included addressable memory, stored programs based on Jacquard’s punched cards, and conditional jumps."
Babbage,ORG,2,,,"Babbage’s colleague Ada Lovelace, daughter of the poet Lord Byron, understood its potential, describing it as “a thinking or."
Ada Lovelace,PERSON,1,,,"Babbage’s colleague Ada Lovelace, daughter of the poet Lord Byron, understood its potential, describing it as “a thinking or."
Lovelace,PERSON,1,,,"a reasoning machine, ” one capable of reasoning about “all subjects in the universe” (Lovelace, 1843)."
the Analytical Engine,ORG,1,,,"She also anticipated AI’s hype cycles, writing, “It is desirable to guard against the possibility of exaggerated ideas that might arise as to the powers of the Analytical Engine."
Lovelace,ORG,1,,,"” Unfortunately, Babbage’s machines and Lovelace’s ideas were largely forgotten."
Ktesibios,PERSON,1,,,Ktesibios of Alexandria (c. 250 BCE) built the first self-controlling machine: a water clock with a regulator that maintained a constant flow rate.
Alexandria,GPE,1,,,Ktesibios of Alexandria (c. 250 BCE) built the first self-controlling machine: a water clock with a regulator that maintained a constant flow rate.
James Watt,PERSON,1,,,"Other examples of self-regulating feedback control systems include the steam engine governor, created by James Watt (1736–1819), and the thermostat, invented by Cornelis Drebbel (1572–1633), who also invented the submarine."
Cornelis Drebbel,PERSON,1,,,"Other examples of self-regulating feedback control systems include the steam engine governor, created by James Watt (1736–1819), and the thermostat, invented by Cornelis Drebbel (1572–1633), who also invented the submarine."
James Clerk Maxwell,PERSON,1,,,James Clerk Maxwell (1868) initiated the mathematical theory of control systems.
Norbert Wiener,PERSON,4,,,A central figure in the post-war development of control theory was Norbert Wiener (1894–1964).
Wiener,PERSON,4,,,"Wiener was a brilliant mathematician who worked with Bertrand Russell, among others, before developing an interest in biological and mechanical control systems and their connection to cognition."
Arturo Rosenblueth,PERSON,1,,,"Like Craik (who also used control systems as psychological models), Wiener and his colleagues Arturo Rosenblueth and Julian Bigelow challenged the behaviorist orthodoxy (Rosenblueth et al."
Julian Bigelow,PERSON,1,,,"Like Craik (who also used control systems as psychological models), Wiener and his colleagues Arturo Rosenblueth and Julian Bigelow challenged the behaviorist orthodoxy (Rosenblueth et al."
Rosenblueth et al.,PERSON,1,,,"Like Craik (who also used control systems as psychological models), Wiener and his colleagues Arturo Rosenblueth and Julian Bigelow challenged the behaviorist orthodoxy (Rosenblueth et al."
Warren McCulloch,PERSON,2,,,"In the late 1940s, Wiener, along with Warren McCulloch, Walter Pitts, and John von Neumann, organized a series of influential conferences that explored the new mathematical and computational models of cognition."
Walter Pitts,PERSON,2,,,"In the late 1940s, Wiener, along with Warren McCulloch, Walter Pitts, and John von Neumann, organized a series of influential conferences that explored the new mathematical and computational models of cognition."
Wiener’s book,ORG,1,,,Wiener’s book Cybernetics (1948) became a bestseller and awoke the public to the possibility of artificially intelligent machines.
Cybernetics,WORK_OF_ART,1,,,Wiener’s book Cybernetics (1948) became a bestseller and awoke the public to the possibility of artificially intelligent machines.
W. Ross Ashby,PERSON,1,,,"Meanwhile, in Britain, W. Ross Ashby pioneered similar ideas (Ashby, 1940)."
Ashby,ORG,2,,,"Meanwhile, in Britain, W. Ross Ashby pioneered similar ideas (Ashby, 1940)."
Grey Walter,ORG,1,,,"Ashby, Alan Turing, Grey Walter, and others formed the Ratio Club for “those who had Wiener’s ideas before Wiener’s book appeared."
the Ratio Club,ORG,1,,,"Ashby, Alan Turing, Grey Walter, and others formed the Ratio Club for “those who had Wiener’s ideas before Wiener’s book appeared."
Wiener,ORG,2,,,"Ashby, Alan Turing, Grey Walter, and others formed the Ratio Club for “those who had Wiener’s ideas before Wiener’s book appeared."
Ashby’s Design,ORG,1,,,"” Ashby’s Design for a Brain (1948, 1952) elaborated on his idea that intelligence could be created by the use of homeostatic devices containing appropriate feedback loops to achieve stable adaptive behavior."
Brain,ORG,1,,,"” Ashby’s Design for a Brain (1948, 1952) elaborated on his idea that intelligence could be created by the use of homeostatic devices containing appropriate feedback loops to achieve stable adaptive behavior."
B. F. Skinner,PERSON,1,,,"In 1957, B. F. Skinner published Verbal Behavior."
Verbal Behavior,ORG,1,,,"In 1957, B. F. Skinner published Verbal Behavior."
Syntactic Structures,PERSON,1,,,"The author of the review was the linguist Noam Chomsky, who had just published a book on his own theory, Syntactic Structures."
Chomsky,ORG,1,,,"Chomsky’s theory—based on syntactic models going back to the Indian linguist Panini (c. 350 BCE)—could explain this, and unlike previous theories, it was formal enough that it could in principle be programmed."
Marvin Minsky,PERSON,4,,,"3The History of Artificial Intelligence One quick way to summarize the milestones in AI history is to list the Turing Award winners: Marvin Minsky (1969) and John McCarthy (1971) for defining the foundations of the field based on representation and reasoning; Allen Newell and Herbert Simon (1975) for symbolic models of problem solving and human cognition; Ed Feigenbaum and Raj Reddy (1994) for developing expert systems that encode human knowledge to solve real-world problems; Judea Pearl (2011) for developing probabilistic reasoning techniques that deal with uncertainty in a principled manner; and finally Yoshua Bengio, Geoffrey Hinton, and Yann LeCun (2019) for making “deep learning” (multilayer neural networks) a critical part of modern computing."
John McCarthy,PERSON,5,,,"3The History of Artificial Intelligence One quick way to summarize the milestones in AI history is to list the Turing Award winners: Marvin Minsky (1969) and John McCarthy (1971) for defining the foundations of the field based on representation and reasoning; Allen Newell and Herbert Simon (1975) for symbolic models of problem solving and human cognition; Ed Feigenbaum and Raj Reddy (1994) for developing expert systems that encode human knowledge to solve real-world problems; Judea Pearl (2011) for developing probabilistic reasoning techniques that deal with uncertainty in a principled manner; and finally Yoshua Bengio, Geoffrey Hinton, and Yann LeCun (2019) for making “deep learning” (multilayer neural networks) a critical part of modern computing."
