术语,出现次数,领域分类,建议译法（人工填写）,校验结果（通过/修改）
threatening,1,通用术语,,
50th,1,通用术语,,
anniversary,1,通用术语,,
deference,1,通用术语,,
promoting,1,通用术语,,
analog,1,通用术语,,
cybernetic,1,通用术语,,
list-processing,1,通用术语,,
ipl,1,通用术语,,
lt.,1,通用术语,,
compiler,1,通用术语,,
calling,1,通用术语,,
agreed,1,通用术语,,
neats,1,通用术语,,
grounded,1,通用术语,,
rigor—over,1,通用术语,,
neatness,1,通用术语,,
implies,1,通用术语,,
stability,1,通用术语,,
maturity,1,通用术语,,
thornton,1,通用术语,,
expounder,1,通用术语,,
railed,1,通用术语,,
outruns,1,通用术语,,
necessity,1,通用术语,,
inventing,1,通用术语,,
remedy,1,通用术语,,
defect,1,通用术语,,
ken,1,通用术语,,
menagerie,1,通用术语,,
imaginable,1,通用术语,,
agents—systems,1,通用术语,,
agent—one,1,通用术语,,
behaves,1,通用术语,,
categorization,1,通用术语,,
influence,1,通用术语,,
flesh,1,通用术语,,
vocal,1,通用术语,,
tract,1,通用术语,,
infrared,1,通用术语,,
finder,1,通用术语,,
keyboard/mouse/touchscreen/voice,1,通用术语,,
sending,1,通用术语,,
everything—the,1,通用术语,,
agent—the,1,通用术语,,
affected,1,通用术语,,
instant,1,通用术语,,
tabulating,1,通用术语,,
table—infinite,1,通用术语,,
vacuum-world,1,通用术语,,
right-hand,1,通用术语,,
stupid,1,通用术语,,
otherwise,1,通用术语,,
closing,1,通用术语,,
divide,1,通用术语,,
non-agents,1,通用术语,,
hand-held,1,通用术语,,
aid,1,通用术语,,
plunked,1,通用术语,,
desirability,1,通用术语,,
implicit—the,1,通用术语,,
recalling,1,通用术语,,
eight-hour,1,通用术语,,
dumping,1,通用术语,,
awarded,1,通用术语,,
electricity,1,通用术语,,
knotty,1,通用术语,,
mediocre,1,通用术语,,
preferable,1,通用术语,,
janitorial,1,通用术语,,
far-reaching,1,通用术语,,
better—a,1,通用术语,,
reckless,1,通用术语,,
humdrum,1,通用术语,,
better—an,1,通用术语,,
everyone,1,通用术语,,
poverty,1,通用术语,,
live,1,通用术语,,
diligent,1,通用术语,,
belong,1,通用术语,,
sucking,1,通用术语,,
oscillate,1,通用术语,,
re-clean,1,通用术语,,
vacr,1,通用术语,,
omniscient,1,通用术语,,
champ,1,通用术语,,
elysées,1,通用术语,,
friend,1,通用术语,,
airliner,1,通用术语,,
flattened,1,通用术语,,
obituary,1,通用术语,,
idiot,1,通用术语,,
street.,1,通用术语,,
retreating,1,通用术语,,
fair,1,通用术语,,
fulfill,1,通用术语,,
specification—unless,1,通用术语,,
crystal,1,通用术语,,
engage,1,通用术语,,
underintelligent,1,通用术语,,
busy,1,通用术语,,
uninformative,1,通用术语,,
—is,1,通用术语,,
undertaken,1,通用术语,,
predictable,1,通用术语,,
digging,1,通用术语,,
laying,1,通用术语,,
fetch,1,通用术语,,
heap,1,通用术语,,
plug,1,通用术语,,
entrance,1,通用术语,,
grasp,1,通用术语,,
pantomime,1,通用术语,,
plugging,1,通用术语,,
nonexistent,1,通用术语,,
noticing,1,通用术语,,
unsuccessful,1,通用术语,,
dig,1,通用术语,,
sting,1,通用术语,,
lay,1,通用术语,,
serf,1,通用术语,,
hatch,1,通用术语,,
entomologist,1,通用术语,,
inch,1,通用术语,,
revert,1,通用术语,,
re-checking,1,通用术语,,
caterpillar-moving,1,通用术语,,
failing,1,通用术语,,
autonomous—it,1,通用术语,,
compensate,1,通用术语,,
survive,1,通用术语,,
ready,1,通用术语,,
solutions.,1,通用术语,,
illustrating,1,通用术语,,
flavor,1,通用术语,,
minded,1,通用术语,,
erformance,1,通用术语,,
nvironment,1,通用术语,,
ctuators,1,通用术语,,
ensors,1,通用术语,,
summarizes,1,通用术语,,
aspire,1,通用术语,,
consumption,1,通用术语,,
tear,1,通用术语,,
disturbance,1,通用术语,,
comfort,1,通用术语,,
profit,1,通用术语,,
rural,1,通用术语,,
alley,1,通用术语,,
12-lane,1,通用术语,,
freeway,1,通用术语,,
police,1,通用术语,,
pothole,1,通用术语,,
optional,1,通用术语,,
southern,1,通用术语,,
snow,1,通用术语,,
alaska,1,通用术语,,
accelerator,1,通用术语,,
display,1,通用术语,,
synthesizer,1,通用术语,,
ultrasound,1,通用术语,,
speeding,1,通用术语,,
speedometer,1,通用术语,,
accelerometer,1,通用术语,,
touchscreen,1,通用术语,,
softbot,1,通用术语,,
trade,1,通用术语,,
auction,1,通用术语,,
reselling,1,通用术语,,
categorized,1,通用术语,,
applicability,1,通用术语,,
convenient,1,通用术语,,
noisy,1,通用术语,,
data—for,1,通用术语,,
unobservable,1,通用术语,,
plight,1,通用术语,,
hopeless,1,通用术语,,
two-agent,1,通用术语,,
subtle,1,通用术语,,
behaving,1,通用术语,,
beach,1,通用术语,,
cooperative,1,通用术语,,
occupy,1,通用术语,,
agent-design,1,通用术语,,
predictability,1,通用术语,,
tire,1,通用术语,,
seize,1,通用术语,,
appearing,1,通用术语,,
unreliable,1,通用术语,,
suction,1,通用术语,,
vfin,1,通用术语,,
quantified,1,通用术语,,
classification,1,通用术语,,
spot,1,通用术语,,
short-term,1,通用术语,,
deliberating,1,通用术语,,
decided,1,通用术语,,
dither,1,通用术语,,
discrete/continuous,1,通用术语,,
excluding,1,通用术语,,
continuous-time,1,通用术语,,
sweep,1,通用术语,,
smoothly,1,通用术语,,
observable—for,1,通用术语,,
solitaire,1,通用术语,,
observable—in,1,通用术语,,
user—whose,1,通用术语,,
matter—is,1,通用术语,,
journey,1,通用术语,,
cautious,1,通用术语,,
aggressive,1,通用术语,,
style,1,通用术语,,
sens,1,通用术语,,
rented,1,通用术语,,
exciting,1,通用术语,,
dried,1,通用术语,,
recalcitrant,1,通用术语,,
staff,1,通用术语,,
conceives,1,通用术语,,
symptom,1,通用术语,,
known/unknown,1,通用术语,,
aima.cs.berkeley.edu,1,通用术语,,
simulator,1,通用术语,,
lighting,1,通用术语,,
talked,1,通用术语,,
bite,1,通用术语,,
bullet,1,通用术语,,
function—the,1,通用术语,,
actuators—we,1,通用术语,,
pseudocode,1,通用术语,,
table—an,1,通用术语,,
—represents,1,通用术语,,
embodies,1,通用术语,,
invoked,1,通用术语,,
instructive,1,通用术语,,
table-driven,1,通用术语,,
megabyte,1,通用术语,,
chess—a,1,通用术语,,
well-behaved,1,通用术语,,
world—has,1,通用术语,,
daunting,1,通用术语,,
smallish,1,通用术语,,
schoolchildren,1,通用术语,,
five-line,1,通用术语,,
yes,1,通用术语,,
remainder,1,通用术语,,
organizing,1,通用术语,,
two-location,1,通用术语,,
if-then-else,1,通用术语,,
trigger,1,通用术语,,
initiate-braking,1,通用术语,,
blinking,1,通用术语,,
rectangle,1,通用术语,,
oval,1,通用术语,,
nterpret,1,通用术语,,
nput,1,通用术语,,
ule,1,通用术语,,
atch,1,通用术语,,
admirable,1,通用术语,,
unobservability,1,通用术语,,
percept—a,1,通用术语,,
mounted,1,通用术语,,
identifiable,1,通用术语,,
turn-signal,1,通用术语,,
unnecessarily,1,通用术语,,
randomize,1,通用术语,,
flip,1,通用术语,,
sophisticated,1,通用术语,,
extensive—just,1,通用术语,,
raining,1,通用术语,,
theories—is,1,通用术语,,
reflected,1,通用术语,,
illuminated,1,通用术语,,
forward-facing,1,通用术语,,
droplet-shaped,1,通用术语,,
obscuring,1,通用术语,,
world—to,1,通用术语,,
entertains,1,通用术语,,
causing,1,通用术语,,
hold-up,1,通用术语,,
desirable—for,1,通用术语,,
achievement,1,通用术语,,
straightforward—for,1,通用术语,,
tricky—for,1,通用术语,,
such-and-such,1,通用术语,,
hitting,1,通用术语,,
high-quality,1,通用术语,,
quicker,1,通用术语,,
cheaper,1,通用术语,,
unhappy,1,通用术语,,
internalization,1,通用术语,,
rational—we,1,通用术语,,
is—but,1,通用术语,,
conflicting,1,通用术语,,
likelihood,1,通用术语,,
weighed,1,通用术语,,
ubiquitous,1,通用术语,,
maximized,1,通用术语,,
rationality—designating,1,通用术语,,
performance—is,1,通用术语,,
decision-making,1,通用术语,,
inherent,1,通用术语,,
averaging,1,通用术语,,
wondering,1,通用术语,,
utility-maximizing,1,通用术语,,
unachievable,1,通用术语,,
model-free,1,通用术语,,
expeditious,1,通用术语,,
desirable.,1,通用术语,,
state-of-the-art,1,通用术语,,
etc,1,通用术语,,
briefly,1,通用术语,,
decides,1,通用术语,,
checkmated,1,通用术语,,
tower,1,通用术语,,
pisa,1,通用术语,,
valuable,1,通用术语,,
exerts,1,通用术语,,
deceleration,1,通用术语,,
skid,1,通用术语,,
conform,1,通用术语,,
shaken,1,通用术语,,
inform,1,通用术语,,
violent,1,通用术语,,
distinguishes,1,通用术语,,
hard-wired,1,通用术语,,
pain,1,通用术语,,
hunger,1,通用术语,,
loud,1,通用术语,,
horn,1,通用术语,,
consequent,1,通用术语,,
behavior—covering,1,通用术语,,
cutting,1,通用术语,,
horn—would,1,通用术语,,
unifying,1,通用术语,,
earth,1,通用术语,,
inhabits,1,通用术语,,
power—atomic,1,通用术语,,
do.,1,通用术语,,
depiction,1,通用术语,,
indivisible—it,1,通用术语,,
in—a,1,通用术语,,
discernible,1,通用术语,,
higher-fidelity,1,通用术语,,
tank,1,通用术语,,
oil,1,通用术语,,
toll,1,通用术语,,
station,1,通用术语,,
common—they,1,通用术语,,
boxes—two,1,通用术语,,
reversing,1,通用术语,,
dairy,1,通用术语,,
farm,1,通用术语,,
loose,1,通用术语,,
blocking,1,通用术语,,
pre-equipped,1,通用术语,,
truckaheadbackinglntodairyfarmdrivewayblockedbyloosecow,1,通用术语,,
underlie,1,通用术语,,
relational,1,通用术语,,
expressiveness,1,通用术语,,
structured-representation,1,通用术语,,
factored-representation,1,通用术语,,
one-to-one,1,通用术语,,
employed,1,通用术语,,
garbles,1,通用术语,,
confuse,1,通用术语,,
truce,1,通用术语,,
multidimensional,1,通用术语,,
garble,1,通用术语,,
optimizing,1,通用术语,,
reflecting,1,通用术语,,
compactness,1,通用术语,,
respond,1,通用术语,,
evident,1,通用术语,,
happiness.,1,通用术语,,
intelligence—the,1,通用术语,,
reasoning—goes,1,通用术语,,
agents—question-answering,1,通用术语,,
theorem-provers,1,通用术语,,
whole-agent,1,通用术语,,
padgham,1,通用术语,,
winikoff,1,通用术语,,
jones,1,通用术语,,
poole,1,通用术语,,
peripheral,1,通用术语,,
jon,1,通用术语,,
mission,1,通用术语,,
tradition—for,1,通用术语,,
dorf,1,通用术语,,
kirk,1,通用术语,,
varaiya,1,通用术语,,
bertsekas,1,通用术语,,
shreve,1,通用术语,,
henzinger,1,通用术语,,
sastry,1,通用术语,,
cassandra,1,通用术语,,
lygeros,1,通用术语,,
puterman,1,通用术语,,
leverage,1,通用术语,,
rosenschein,1,通用术语,,
brook,1,通用术语,,
questioned,1,通用术语,,
bar-shalom,1,通用术语,,
choset,1,通用术语,,
presupposed,1,通用术语,,
embodiment,1,通用术语,,
shoham,1,通用术语,,
ciancarini,1,通用术语,,
infiltrated,1,通用术语,,
autonomic,1,通用术语,,
perceive–act,1,通用术语,,
kephart,1,通用术语,,
noting,1,通用术语,,
exhibit,1,通用术语,,
modularity—the,1,通用术语,,
environment—it,1,通用术语,,
sub-agents,1,通用术语,,
monolithic,1,通用术语,,
newell,1,通用术语,,
intention,1,通用术语,,
michael,1,通用术语,,
bratman,1,通用术语,,
eschewed,1,通用术语,,
sproull,1,通用术语,,
horvitz,1,通用术语,,
exposition,1,通用术语,,
remarkably,1,通用术语,,
hadfield-menell,1,通用术语,,
portrayed,1,通用术语,,
collected,1,通用术语,,
huhns,1,通用术语,,
singh,1,通用术语,,
rao,1,通用术语,,
weiss,1,通用术语,,
atal,1,通用术语,,
icmas,1,通用术语,,
merged,1,通用术语,,
aamas,1,通用术语,,
aose,1,通用术语,,
ecology,1,通用术语,,
hanski,1,通用术语,,
cambefort,1,通用术语,,
inspiring,1,通用术语,,
left.,1,通用术语,,
backward.,1,通用术语,,
ease,1,通用术语,,
latch,1,通用术语,,
urged,1,通用术语,,
boeing,1,通用术语,,
jumbo,1,通用术语,,
jet,1,通用术语,,
washington,1,通用术语,,
post,1,通用术语,,
august,1,通用术语,,
antonym,1,通用术语,,
parallel.,1,通用术语,,
coroutines,1,通用术语,,
coroutine,1,通用术语,,
writes,1,通用术语,,
situation–action,1,通用术语,,
if–then,1,通用术语,,
waterworks,1,通用术语,,
undertakes,1,通用术语,,
consult,1,通用术语,,
3.1problem-solving,1,通用术语,,
enjoying,1,通用术语,,
vacation,1,通用术语,,
enjoy,1,通用术语,,
nightlife,1,通用术语,,
hangover,1,通用术语,,
nonrefundable,1,通用术语,,
fly,1,通用术语,,
information—that,1,通用术语,,
—then,1,通用术语,,
sad,1,通用术语,,
four-phase,1,通用术语,,
valsui,1,通用术语,,
goal—an,1,通用术语,,
simulates,1,通用术语,,
ignore,1,通用术语,,
actions—closing,1,通用术语,,
speak—because,1,通用术语,,
open-loop,1,通用术语,,
closed-loop,1,通用术语,,
recommends,1,通用术语,,
drum,1,通用术语,,
închis,1,通用术语,,
states.,1,通用术语,,
math,1,通用术语,,
formulating,1,通用术语,,
—an,1,通用术语,,
description—and,1,通用术语,,
companion,1,通用术语,,
scenery,1,通用术语,,
proximity,1,通用术语,,
officer,1,通用术语,,
centimeter,1,通用术语,,
elaborate,1,通用术语,,
retaining,1,通用术语,,
validity,1,通用术语,,
swamped,1,通用术语,,
distinguishing,1,通用术语,,
idiosyncratic,1,通用术语,,
obstacle-free,1,通用术语,,
impassible,1,通用术语,,
multi-cell,1,通用术语,,
downward,1,通用术语,,
egocentric,1,通用术语,,
relative,1,通用术语,,
agent—for,1,通用术语,,
hit,1,通用术语,,
opposite,1,通用术语,,
sokoban,1,通用术语,,
non-obstacle,1,通用术语,,
jam,1,通用术语,,
parity,1,通用术语,,
space—any,1,通用术语,,
intermediate,1,通用术语,,
ruled,1,通用术语,,
extracting,1,通用术语,,
knife,1,通用术语,,
conjectured,1,通用术语,,
in-car,1,通用术语,,
traffic-dependent,1,通用术语,,
rerouting,1,通用术语,,
closure,1,通用术语,,
stream,1,通用术语,,
status,1,通用术语,,
domestic,1,通用术语,,
within-airport,1,通用术语,,
arrival,1,通用术语,,
nonstop,1,通用术语,,
flight.,1,通用术语,,
custom,1,通用术语,,
immigration,1,通用术语,,
airplane,1,通用术语,,
frequent-flyer,1,通用术语,,
byzantine,1,通用术语,,
seasoned,1,通用术语,,
traveler,1,通用术语,,
delayed,1,通用术语,,
missed,1,通用术语,,
expended,1,通用术语,,
fleet,1,通用术语,,
bus,1,通用术语,,
boston,1,通用术语,,
pollution,1,通用术语,,
bertsimas,1,通用术语,,
circuit-board,1,通用术语,,
drill,1,通用术语,,
stocking,1,通用术语,,
positioning,1,通用术语,,
capacitance,1,通用术语,,
grouped,1,通用术语,,
footprint,1,通用术语,,
roam,1,通用术语,,
arm,1,通用术语,,
many-dimensional—one,1,通用术语,,
alter,1,通用术语,,
manual,1,通用术语,,
assemble,1,通用术语,,
undoing,1,通用术语,,
feasibility,1,通用术语,,
geometrical,1,通用术语,,
fraction,1,通用术语,,
amino,1,通用术语,,
acid,1,通用术语,,
fold,1,通用术语,,
superimpose,1,通用术语,,
unique,1,通用术语,,
considering,1,通用术语,,
search—following,1,通用术语,,
outlined,1,通用术语,,
topmost,1,通用术语,,
rectangular-grid,1,通用术语,,
xpand,1,通用术语,,
re-added,1,通用术语,,
employing,1,通用术语,,
mpty,1,通用术语,,
fifo,1,通用术语,,
lifo,1,通用术语,,
last-in-first-out,1,通用术语,,
stack,1,通用术语,,
hash,1,通用术语,,
loopy,1,通用术语,,
traverse,1,通用术语,,
arad–sibiu,1,通用术语,,
arad–zerind–oradea–sibiu,1,通用术语,,
redundant—it,1,通用术语,,
state—and,1,通用术语,,
assemblage,1,通用术语,,
treelike,1,通用术语,,
compromise,1,通用术语,,
grandparent,1,通用术语,,
great-grandparent,1,通用术语,,
relying,1,通用术语,,
measuring,1,通用术语,,
anywhere,1,通用术语,,
expanse,1,通用术语,,
spiral,1,通用术语,,
state/action,1,通用术语,,
couple,1,通用术语,,
shallower,1,通用术语,,
popped,1,通用术语,,
early-goal,1,通用术语,,
enhancement,1,通用术语,,
triangular,1,通用术语,,
marker,1,通用术语,,
scary,1,通用术语,,
nodes/second,1,通用术语,,
kbyte/node,1,通用术语,,
terabyte,1,通用术语,,
bigger,1,通用术语,,
exponential-complexity,1,通用术语,,
depth—first,1,通用术语,,
on—uniform-cost,1,通用术语,,
path-cost,1,通用术语,,
checked,1,通用术语,,
higher-cost,1,通用术语,,
high-cost,1,通用术语,,
anyone,1,通用术语,,
ever-expanding,1,通用术语,,
radius,1,通用术语,,
tree-shaped,1,通用术语,,
exabyte,1,通用术语,,
kilobyte,1,通用术语,,
parsimonious,1,通用术语,,
workhorse,1,通用术语,,
allocating,1,通用术语,,
wasting,1,通用术语,,
on—until,1,通用术语,,
modest,1,通用术语,,
exhausted,1,通用术语,,
ycle,1,通用术语,,
wasteful,1,通用术语,,
re-generated,1,通用术语,,
next-to-bottom,1,通用术语,,
bfs,1,通用术语,,
hoping,1,通用术语,,
motivation,1,通用术语,,
collide,1,通用术语,,
considerable,1,通用术语,,
joined,1,通用术语,,
oin,1,通用术语,,
ode,1,通用术语,,
superscript,1,通用术语,,
caveat,1,通用术语,,
strategy—one,1,通用术语,,
goals—can,1,通用术语,,
value—the,1,通用术语,,
goal—on,1,通用术语,,
correlated,1,通用术语,,
twelve,1,通用术语,,
—straight-line,1,通用术语,,
—on,1,通用术语,,
greediness,1,通用术语,,
-values,1,通用术语,,
a-star,1,通用术语,,
supposition,1,通用术语,,
wrong—it,1,通用术语,,
stipulates,1,通用术语,,
re-add,1,通用术语,,
costing,1,通用术语,,
implementers,1,通用术语,,
argues,1,通用术语,,
afraid,1,通用术语,,
topographic,1,通用术语,,
fan,1,通用术语,,
canceling,1,通用术语,,
decreased,1,通用术语,,
lucky,1,通用术语,,
unlucky,1,通用术语,,
pruning—eliminating,1,通用术语,,
them—is,1,通用术语,,
satisfying,1,通用术语,,
super-powerful,1,通用术语,,
scenario,1,通用术语,,
—one,1,通用术语,,
overestimate—then,1,通用术语,,
curvature,1,通用术语,,
costlier,1,通用术语,,
respective,1,通用术语,,
costly,1,通用术语,,
somewhat-greedy,1,通用术语,,
suspend,1,通用术语,,
enough.,1,通用术语,,
bounded-cost,1,通用术语,,
duplicating,1,通用术语,,
complicating,1,通用术语,,
slowing,1,通用术语,,
prohibition,1,通用术语,,
u-turn,1,通用术语,,
outwards,1,通用术语,,
conserve,1,通用术语,,
-scores,1,通用术语,,
discarding,1,通用术语,,
fast,1,通用术语,,
near-optimal,1,通用术语,,
strong-scoring,1,通用术语,,
-contour,1,通用术语,,
steady,1,通用术语,,
exceeds,1,通用术语,,
backed-up,1,通用术语,,
reexpanding,1,通用术语,,
later,1,通用术语,,
equidistant,1,通用术语,,
upward,1,通用术语,,
navigating,1,通用术语,,
irregular,1,通用术语,,
navigates,1,通用术语,,
suffers,1,通用术语,,
excessive,1,通用术语,,
increase—,1,通用术语,,
reexpansions,1,通用术语,,
recreate,1,通用术语,,
infinity,1,通用术语,,
unwinding,1,通用术语,,
revealing,1,通用术语,,
nonmonotonic,1,通用术语,,
forget,1,通用术语,,
reexploring,1,通用术语,,
sensible,1,通用术语,,
is—well—simpler,1,通用术语,,
regenerates,1,通用术语,,
accompanying,1,通用术语,,
subtlety,1,通用术语,,
mentioning,1,通用术语,,
deletion,1,通用术语,,
newest,1,通用术语,,
oldest,1,通用术语,,
coincide,1,通用术语,,
overhead,1,通用术语,,
thrashing,1,通用术语,,
disk,1,通用术语,,
paging,1,通用术语,,
inescapable,1,通用术语,,
nonnegative,1,通用术语,,
efficient—any,1,通用术语,,
manage,1,通用术语,,
stick,1,通用术语,,
start-a-f-goal,1,通用术语,,
meet-in-the-middle,1,通用术语,,
front-to-end,1,通用术语,,
front-to-front,1,通用术语,,
frontier—for,1,通用术语,,
3.6heuristic,1,通用术语,,
states—over,1,通用术语,,
trillion—so,1,通用术语,,
distances—sometimes,1,通用术语,,
city-block,1,通用术语,,
usefulness,1,通用术语,,
d–k,1,通用术语,,
sampled,1,通用术语,,
lengths—at,1,通用术语,,
reporting,1,通用术语,,
averaged,1,通用术语,,
yes.,1,通用术语,,
domination,1,通用术语,,
translates,1,通用术语,,
occupied,1,通用术语,,
supergraph,1,通用术语,,
creates,1,通用术语,,
gasc,1,通用术语,,
decomposed,1,通用术语,,
preexisting,1,通用术语,,
instance—in,1,通用术语,,
identity,1,通用术语,,
2-4-6-8,1,通用术语,,
diminishing,1,通用术语,,
wonder,1,通用术语,,
disappear,1,通用术语,,
1-2-3-4.,1,通用术语,,
milliseconds—the,1,通用术语,,
subproblem—because,1,通用术语,,
host,1,通用术语,,
millisecond,1,通用术语,,
time-consuming,1,通用术语,,
precomputing,1,通用术语,,
time—practical,1,通用术语,,
undirected,1,通用术语,,
graph—e.g.,1,通用术语,,
streets—we,1,通用术语,,
inadmissible—it,1,通用术语,,
—artificial,1,通用术语,,
multi-action,1,通用术语,,
predefined,1,通用术语,,
berkeley,1,通用术语,,
campus,1,通用术语,,
nyu,1,通用术语,,
sacramento,1,通用术语,,
subtraction,1,通用术语,,
subtract,1,通用术语,,
inexact,1,通用术语,,
furthest,1,通用术语,,
requested,1,通用术语,,
perimeter,1,通用术语,,
arrange,1,通用术语,,
pie-shaped,1,通用术语,,
farthest,1,通用术语,,
civil,1,通用术语,,
widest,1,通用术语,,
strategies—breadth-first,1,通用术语,,
misstep,1,通用术语,,
unpromising,1,通用术语,,
luck,1,通用术语,,
imperfect,1,通用术语,,
inadmissibility,1,通用术语,,
inevitable,1,通用术语,,
state.,1,通用术语,,
environments—as,1,通用术语,,
domain-dependent,1,通用术语,,
precompute,1,通用术语,,
well-defined,1,通用术语,,
judged,1,通用术语,,
differ,1,通用术语,,
adresses,1,通用术语,,
sacrificing,1,通用术语,,
relaxing,1,通用术语,,
precomputed,1,通用术语,,
footing,1,通用术语,,
cousin,1,通用术语,,
recounted,1,通用术语,,
slocum,1,通用术语,,
sonneveld,1,通用术语,,
attracted,1,通用术语,,
johnson,1,通用术语,,
tait,1,通用术语,,
sex,1,通用术语,,
news-democrat,1,通用术语,,
emporium,1,通用术语,,
kansa,1,通用术语,,
epidemic,1,通用术语,,
country.,1,通用术语,,
sam,1,通用术语,,
noyes,1,通用术语,,
chapman,1,通用术语,,
postmaster,1,通用术语,,
canastota,1,通用术语,,
mid-1870s,1,通用术语,,
patent,1,通用术语,,
granted,1,通用术语,,
ernest,1,通用术语,,
kinsey,1,通用术语,,
ratner,1,通用术语,,
warmuth,1,通用术语,,
belongs,1,通用术语,,
ernő,1,通用术语,,
rokicki,1,通用术语,,
agostinelli,1,通用术语,,
monte,1,通用术语,,
carlo,1,通用术语,,
proprietary,1,通用术语,,
marcken,1,通用术语,,
pricing,1,通用术语,,
convoluted,1,通用术语,,
kernighan,1,通用术语,,
euclidean,1,通用术语,,
tsps,1,通用术语,,
surveyed,1,通用术语,,
bahubalendruni,1,通用术语,,
biswal,1,通用术语,,
cormen,1,通用术语,,
search.,1,通用术语,,
barr,1,通用术语,,
floyd,1,通用术语,,
bellman-ford,1,通用术语,,
slate,1,通用术语,,
atkin,1,通用术语,,
hess,1,通用术语,,
phrase,1,通用术语,,
ernst,1,通用术语,,
conducted,1,通用术语,,
penetrance,1,通用术语,,
ignored,1,通用术语,,
monotone,1,通用术语,,
replacement,1,通用术语,,
huyn,1,通用术语,,
dinh,1,通用术语,,
helmert,1,通用术语,,
röger,1,通用术语,,
implying,1,通用术语,,
ebendt,1,通用术语,,
drechsler,1,通用术语,,
synthesize,1,通用术语,,
hatem,1,通用术语,,
burn,1,通用术语,,
holte,1,通用术语,,
nb,1,通用术语,,
chen,1,通用术语,,
goldberg,1,通用术语,,
caching,1,通用术语,,
24-million-point,1,通用术语,,
macro-operators,1,通用术语,,
delling,1,通用术语,,
knoblock,1,通用术语,,
quantify,1,通用术语,,
wood,1,通用术语,,
rayward-smith,1,通用术语,,
kanal,1,通用术语,,
unification,1,通用术语,,
cdp—the,1,通用术语,,
process.,1,通用术语,,
traverser,1,通用术语,,
commits,1,通用术语,,
length-,1,通用术语,,
bratko,1,通用术语,,
elegant,1,通用术语,,
dta,1,通用术语,,
wefald,1,通用术语,,
chakrabarti,1,通用术语,,
khorsand,1,通用术语,,
divide-and-conquer,1,通用术语,,
memory-efficiency,1,通用术语,,
seminal,1,通用术语,,
minimum-spanning-tree,1,通用术语,,
mstr,1,通用术语,,
automation,1,通用术语,,
samadi,1,通用术语,,
arfaee,1,通用术语,,
thayer,1,通用术语,,
lelis,1,通用术语,,
culberson,1,通用术语,,
schaeffer,1,通用术语,,
compress,1,通用术语,,
interpretation,1,通用术语,,
hansson,1,通用术语,,
mayer,1,通用术语,,
edelkamp,1,通用术语,,
schrödl,1,通用术语,,
socs,1,通用术语,,
icaps,1,通用术语,,
clueless,1,通用术语,,
bellman–ford,1,通用术语,,
negative-cost,1,通用术语,,
accommodate,1,通用术语,,
rotate,1,通用术语,,
zeno,1,通用术语,,
paradox,1,通用术语,,
prevent,1,通用术语,,
evocative,1,通用术语,,
terminology,1,通用术语,,
loading,1,通用术语,,
heuristic.,1,通用术语,,
pivot,1,通用术语,,
anchor,1,通用术语,,
addressed,1,通用术语,,
determinism,1,通用术语,,
observes—for,1,通用术语,,
4.1local,1,通用术语,,
reconstruct,1,通用术语,,
integrated-circuit,1,通用术语,,
telecommunication,1,通用术语,,
crop,1,通用术语,,
portfolio,1,通用术语,,
systematic—they,1,通用术语,,
resides,1,通用术语,,
unsuitable,1,通用术语,,
peak—a,1,通用术语,,
valley—a,1,通用术语,,
mid-left,1,通用术语,,
trough,1,通用术语,,
height,1,通用术语,,
mount,1,通用术语,,
everest,1,通用术语,,
thick,1,通用术语,,
fog,1,通用术语,,
suffering,1,通用术语,,
amnesia,1,通用术语,,
climb,1,通用术语,,
intervening,1,通用术语,,
grab,1,通用术语,,
deadly,1,通用术语,,
sin,1,通用术语,,
vicinity,1,通用术语,,
exit,1,通用术语,,
illustration,1,通用术语,,
low-dimensional,1,通用术语,,
stuck—not,1,通用术语,,
plateau—to,1,通用术语,,
wander,1,通用术语,,
raise,1,通用术语,,
steepness,1,通用术语,,
adage,1,通用术语,,
again.,1,通用术语,,
conduct,1,通用术语,,
balding,1,通用术语,,
miniature,1,通用术语,,
needle,1,通用术语,,
stumble,1,通用术语,,
metallurgy,1,通用术语,,
harden,1,通用术语,,
metal,1,通用术语,,
heating,1,通用术语,,
low-energy,1,通用术语,,
crystalline,1,通用术语,,
ping-pong,1,通用术语,,
crevice,1,通用术语,,
bumpy,1,通用术语,,
roll,1,通用术语,,
minimum—perhaps,1,通用术语,,
spend,1,通用术语,,
dislodge,1,通用术语,,
accepts,1,通用术语,,
badness,1,通用术语,,
move—the,1,通用术语,,
worsened,1,通用术语,,
boltzmann,1,通用术语,,
ranking,1,通用术语,,
halt,1,通用术语,,
thread,1,通用术语,,
grass,1,通用术语,,
greener,1,通用术语,,
abandon,1,通用术语,,
unfruitful,1,通用术语,,
states—they,1,通用术语,,
clustered,1,通用术语,,
-times-slower,1,通用术语,,
alleviate,1,通用术语,,
fittest,1,通用术语,,
populate,1,通用术语,,
endless,1,通用术语,,
acgt,1,通用术语,,
mixing,1,通用术语,,
asexual,1,通用术语,,
recombine,1,通用术语,,
composition,1,通用术语,,
flipped,1,通用术语,,
makeup,1,通用术语,,
top-scoring,1,通用术语,,
elitism,1,通用术语,,
culling,1,通用术语,,
baum,1,通用术语,,
-th,1,通用术语,,
rated,1,通用术语,,
nonattacking,1,通用术语,,
normalized,1,通用术语,,
arrangement,1,通用术语,,
ranked,1,通用术语,,
